Customer_ID,Cryptoasset,Balance,ASOFDATE
0xA1927,eth,1.0122939,2023-06-14
0xA1928,matic_eth,1.012294,2023-06-14
0xA1929,trx_eth,1.0122941,2023-06-14
0xA1930,usdc,1.0122942,2023-06-14
0xA1931,ltc,1.0122943,2023-06-14
0xA1932,xrp,1.0122944,2023-06-14
0xA1933,btc,1.0122938,2023-06-14
0xA1934,eth,1.0122939,2023-06-14
0xA1935,matic_eth,1.012294,2023-06-14
0xA1936,trx_eth,1.0122941,2023-06-14
0xA1937,usdc,1.0122942,2023-06-14
0xA1938,ltc,1.0122943,2023-06-14
0xA1939,xrp,1.0122944,2023-06-14
0xA1940,btc,1.0122938,2023-06-14
0xA1941,eth,1.0122939,2023-06-14
0xA1942,matic_eth,1.012294,2023-06-14
0xA1943,trx_eth,1.0122941,2023-06-14
0xA1944,usdc,1.0122942,2023-06-14
0xA1945,ltc,1.0122943,2023-06-14
0xA1946,xrp,1.0122944,2023-06-14
0xA1947,btc,1.0122938,2023-06-14
0xA1948,eth,1.0122939,2023-06-14
0xA1949,matic_eth,1.012294,2023-06-14
0xA1950,trx_eth,1.0122941,2023-06-14
0xA1951,usdc,1.0122942,2023-06-14
0xA1952,ltc,1.0122943,2023-06-14
0xA1953,xrp,1.0122944,2023-06-14
0xA1954,btc,1.0122938,2023-06-14
0xA1955,eth,1.0122939,2023-06-14
0xA1956,matic_eth,1.012294,2023-06-14
0xA1957,trx_eth,1.0122941,2023-06-14
0xA1958,usdc,1.0122942,2023-06-14
0xA1959,ltc,1.0122943,2023-06-14
0xA1960,xrp,1.0122944,2023-06-14
0xA1961,btc,1.0122938,2023-06-14
0xA1962,eth,1.0122939,2023-06-14
0xA1963,matic_eth,1.012294,2023-06-14
0xA1964,trx_eth,1.0122941,2023-06-14
0xA1965,usdc,1.0122942,2023-06-14
0xA1966,ltc,1.0122943,2023-06-14
0xA1967,xrp,1.0122944,2023-06-14
0xA1968,btc,1.0122938,2023-06-14
0xA1969,eth,1.0122939,2023-06-14
0xA1970,matic_eth,1.012294,2023-06-14
0xA1971,trx_eth,1.0122941,2023-06-14
0xA1972,usdc,1.0122942,2023-06-14
0xA1973,ltc,1.0122943,2023-06-14
0xA1974,xrp,1.0122944,2023-06-14
0xA1975,btc,1.0122938,2023-06-14
0xA1976,eth,1.0122939,2023-06-14
0xA1977,matic_eth,1.012294,2023-06-14
0xA1978,trx_eth,1.0122941,2023-06-14
0xA1979,usdc,1.0122942,2023-06-14
0xA1980,ltc,1.0122943,2023-06-14
0xA1981,xrp,1.0122944,2023-06-14
0xA1982,btc,1.0122938,2023-06-14
0xA1983,eth,1.0122939,2023-06-14
0xA1984,matic_eth,1.012294,2023-06-14
0xA1985,trx_eth,1.0122941,2023-06-14
0xA1986,usdc,1.0122942,2023-06-14
0xA1987,ltc,1.0122943,2023-06-14
0xA1988,xrp,1.0122944,2023-06-14
0xA1989,btc,1.0122938,2023-06-14
0xA1990,eth,1.0122939,2023-06-14
0xA1991,matic_eth,1.012294,2023-06-14
0xA1992,trx_eth,1.0122941,2023-06-14
0xA1993,usdc,1.0122942,2023-06-14
0xA1994,ltc,1.0122943,2023-06-14
0xA1995,xrp,1.0122944,2023-06-14
0xA1996,btc,1.0122938,2023-06-14
0xA1997,eth,1.0122939,2023-06-14
0xA1998,matic_eth,1.012294,2023-06-14
0xA1999,trx_eth,1.0122941,2023-06-14
0xA2000,usdc,1.0122942,2023-06-14
0xA2001,ltc,1.0122943,2023-06-14
0xA2002,xrp,1.0122944,2023-06-14
0xA2003,btc,1.0122938,2023-06-14
0xA2004,eth,1.0122939,2023-06-14
0xA2005,matic_eth,1.012294,2023-06-14
0xA2006,trx_eth,1.0122941,2023-06-14
0xA2007,usdc,1.0122942,2023-06-14
0xA2008,ltc,1.0122943,2023-06-14
0xA2009,xrp,1.0122944,2023-06-14
0xA2010,btc,1.0122938,2023-06-14
0xA2011,eth,1.0122939,2023-06-14
0xA2012,matic_eth,1.012294,2023-06-14
0xA2013,trx_eth,1.0122941,2023-06-14
0xA2014,usdc,1.0122942,2023-06-14
0xA2015,ltc,1.0122943,2023-06-14
0xA2016,xrp,1.0122944,2023-06-14
0xA2017,btc,1.0122938,2023-06-14
0xA2018,eth,1.0122939,2023-06-14
0xA2019,matic_eth,1.012294,2023-06-14
0xA2020,trx_eth,1.0122941,2023-06-14
0xA2021,usdc,1.0122942,2023-06-14
0xA2022,ltc,1.0122943,2023-06-14
0xA2023,xrp,1.0122944,2023-06-14
0xA2024,btc,1.0122938,2023-06-14
0xA2025,eth,1.0122939,2023-06-14
0xA2026,matic_eth,1.012294,2023-06-14
0xA2027,trx_eth,1.0122941,2023-06-14
0xA2028,usdc,1.0122942,2023-06-14
0xA2029,ltc,1.0122943,2023-06-14
0xA2030,xrp,1.0122944,2023-06-14
0xA2031,btc,1.0122938,2023-06-14
0xA2032,eth,1.0122939,2023-06-14
0xA2033,matic_eth,1.012294,2023-06-14
0xA2034,trx_eth,1.0122941,2023-06-14
0xA2035,usdc,1.0122942,2023-06-14
0xA2036,ltc,1.0122943,2023-06-14
0xA2037,xrp,1.0122944,2023-06-14
0xA2038,btc,1.0122938,2023-06-14
0xA2039,eth,1.0122939,2023-06-14
0xA2040,matic_eth,1.012294,2023-06-14
0xA2041,trx_eth,1.0122941,2023-06-14
0xA2042,usdc,1.0122942,2023-06-14
0xA2043,ltc,1.0122943,2023-06-14
0xA2044,xrp,1.0122944,2023-06-14
0xA2045,btc,1.0122938,2023-06-14
0xA2046,eth,1.0122939,2023-06-14
0xA2047,matic_eth,1.012294,2023-06-14
0xA2048,trx_eth,1.0122941,2023-06-14
0xA2049,usdc,1.0122942,2023-06-14
0xA2050,ltc,1.0122943,2023-06-14
0xA2051,xrp,1.0122944,2023-06-14
0xA2052,btc,1.0122938,2023-06-14
0xA2053,eth,1.0122939,2023-06-14
0xA2054,matic_eth,1.012294,2023-06-14
0xA2055,trx_eth,1.0122941,2023-06-14
0xA2056,usdc,1.0122942,2023-06-14
0xA2057,ltc,1.0122943,2023-06-14
0xA2058,xrp,1.0122944,2023-06-14
0xA2059,btc,1.0122938,2023-06-14
0xA2060,eth,1.0122939,2023-06-14
0xA2061,matic_eth,1.012294,2023-06-14
0xA2062,trx_eth,1.0122941,2023-06-14
0xA2063,usdc,1.0122942,2023-06-14
0xA2064,ltc,1.0122943,2023-06-14
0xA2065,xrp,1.0122944,2023-06-14
0xA2066,btc,1.0122938,2023-06-14
0xA2067,eth,1.0122939,2023-06-14
0xA2068,matic_eth,1.012294,2023-06-14
0xA2069,trx_eth,1.0122941,2023-06-14
0xA2070,usdc,1.0122942,2023-06-14
0xA2071,ltc,1.0122943,2023-06-14
0xA2072,xrp,1.0122944,2023-06-14
0xA2073,btc,1.0122938,2023-06-14
0xA2074,eth,1.0122939,2023-06-14
0xA2075,matic_eth,1.012294,2023-06-14
0xA2076,trx_eth,1.0122941,2023-06-14
0xA2077,usdc,1.0122942,2023-06-14
0xA2078,ltc,1.0122943,2023-06-14
0xA2079,xrp,1.0122944,2023-06-14
0xA2080,btc,1.0122938,2023-06-14
0xA2081,eth,1.0122939,2023-06-14
0xA2082,matic_eth,1.012294,2023-06-14
0xA2083,trx_eth,1.0122941,2023-06-14
0xA2084,usdc,1.0122942,2023-06-14
0xA2085,ltc,1.0122943,2023-06-14
0xA2086,xrp,1.0122944,2023-06-14
0xA2087,btc,1.0122938,2023-06-14
0xA2088,eth,1.0122939,2023-06-14
0xA2089,matic_eth,1.012294,2023-06-14
0xA2090,trx_eth,1.0122941,2023-06-14
0xA2091,usdc,1.0122942,2023-06-14
0xA2092,ltc,1.0122943,2023-06-14
0xA2093,xrp,1.0122944,2023-06-14
0xA2094,btc,1.0122938,2023-06-14
0xA2095,eth,1.0122939,2023-06-14
0xA2096,matic_eth,1.012294,2023-06-14
0xA2097,trx_eth,1.0122941,2023-06-14
0xA2098,usdc,1.0122942,2023-06-14
0xA2099,ltc,1.0122943,2023-06-14
0xA2100,xrp,1.0122944,2023-06-14
0xA2101,btc,1.0122938,2023-06-14
0xA2102,eth,1.0122939,2023-06-14
0xA2103,matic_eth,1.012294,2023-06-14
0xA2104,trx_eth,1.0122941,2023-06-14
0xA2105,usdc,1.0122942,2023-06-14
0xA2106,ltc,1.0122943,2023-06-14
0xA2107,xrp,1.0122944,2023-06-14
0xA2108,btc,1.0122938,2023-06-14
0xA2109,eth,1.0122939,2023-06-14
0xA2110,matic_eth,1.012294,2023-06-14
0xA2111,trx_eth,1.0122941,2023-06-14
0xA2112,usdc,1.0122942,2023-06-14
0xA2113,ltc,1.0122943,2023-06-14
0xA2114,xrp,1.0122944,2023-06-14
0xA2115,btc,1.0122938,2023-06-14
0xA2116,eth,1.0122939,2023-06-14
0xA2117,matic_eth,1.012294,2023-06-14
0xA2118,trx_eth,1.0122941,2023-06-14
0xA2119,usdc,1.0122942,2023-06-14
0xA2120,ltc,1.0122943,2023-06-14
0xA2121,xrp,1.0122944,2023-06-14
0xA2122,btc,1.0122938,2023-06-14
0xA2123,eth,1.0122939,2023-06-14
0xA2124,matic_eth,1.012294,2023-06-14
0xA2125,trx_eth,1.0122941,2023-06-14
0xA2126,usdc,1.0122942,2023-06-14
0xA2127,ltc,1.0122943,2023-06-14
0xA2128,xrp,1.0122944,2023-06-14
0xA2129,btc,1.0122938,2023-06-14
0xA2130,eth,1.0122939,2023-06-14
0xA2131,matic_eth,1.012294,2023-06-14
0xA2132,trx_eth,1.0122941,2023-06-14
0xA2133,usdc,1.0122942,2023-06-14
0xA2134,ltc,1.0122943,2023-06-14
0xA2135,xrp,1.0122944,2023-06-14
0xA2136,btc,1.0122938,2023-06-14
0xA2137,eth,1.0122939,2023-06-14
0xA2138,matic_eth,1.012294,2023-06-14
0xA2139,trx_eth,1.0122941,2023-06-14
0xA2140,usdc,1.0122942,2023-06-14
0xA2141,ltc,1.0122943,2023-06-14
0xA2142,xrp,1.0122944,2023-06-14
0xA2143,btc,1.0122938,2023-06-14
0xA2144,eth,1.0122939,2023-06-14
0xA2145,matic_eth,1.012294,2023-06-14
0xA2146,trx_eth,1.0122941,2023-06-14
0xA2147,usdc,1.0122942,2023-06-14
0xA2148,ltc,1.0122943,2023-06-14
0xA2149,xrp,1.0122944,2023-06-14
0xA2150,btc,1.0122938,2023-06-14
0xA2151,eth,1.0122939,2023-06-14
0xA2152,matic_eth,1.012294,2023-06-14
0xA2153,trx_eth,1.0122941,2023-06-14
0xA2154,usdc,1.0122942,2023-06-14
0xA2155,ltc,1.0122943,2023-06-14
0xA2156,xrp,1.0122944,2023-06-14
0xA2157,btc,1.0122938,2023-06-14
0xA2158,eth,1.0122939,2023-06-14
0xA2159,matic_eth,1.012294,2023-06-14
0xA2160,trx_eth,1.0122941,2023-06-14
0xA2161,usdc,1.0122942,2023-06-14
0xA2162,ltc,1.0122943,2023-06-14
0xA2163,xrp,1.0122944,2023-06-14
0xA2164,btc,1.0122938,2023-06-14
0xA2165,eth,1.0122939,2023-06-14
0xA2166,matic_eth,1.012294,2023-06-14
0xA2167,trx_eth,1.0122941,2023-06-14
0xA2168,usdc,1.0122942,2023-06-14
0xA2169,ltc,1.0122943,2023-06-14
0xA2170,xrp,1.0122944,2023-06-14
0xA2171,btc,1.0122938,2023-06-14
0xA2172,eth,1.0122939,2023-06-14
0xA2173,matic_eth,1.012294,2023-06-14
0xA2174,trx_eth,1.0122941,2023-06-14
0xA2175,usdc,1.0122942,2023-06-14
0xA2176,ltc,1.0122943,2023-06-14
0xA2177,xrp,1.0122944,2023-06-14
0xA2178,btc,1.0122938,2023-06-14
0xA2179,eth,1.0122939,2023-06-14
0xA2180,matic_eth,1.012294,2023-06-14
0xA2181,trx_eth,1.0122941,2023-06-14
0xA2182,usdc,1.0122942,2023-06-14
0xA2183,ltc,1.0122943,2023-06-14
0xA2184,xrp,1.0122944,2023-06-14
0xA2185,btc,1.0122938,2023-06-14
0xA2186,eth,1.0122939,2023-06-14
0xA2187,matic_eth,1.012294,2023-06-14
0xA2188,trx_eth,1.0122941,2023-06-14
0xA2189,usdc,1.0122942,2023-06-14
0xA2190,ltc,1.0122943,2023-06-14
0xA2191,xrp,1.0122944,2023-06-14
0xA2192,btc,1.0122938,2023-06-14
0xA2193,eth,1.0122939,2023-06-14
0xA2194,matic_eth,1.012294,2023-06-14
0xA2195,trx_eth,1.0122941,2023-06-14
0xA2196,usdc,1.0122942,2023-06-14
0xA2197,ltc,1.0122943,2023-06-14
0xA2198,xrp,1.0122944,2023-06-14
0xA2199,btc,1.0122938,2023-06-14
0xA2200,eth,1.0122939,2023-06-14
0xA2201,matic_eth,1.012294,2023-06-14
0xA2202,trx_eth,1.0122941,2023-06-14
0xA2203,usdc,1.0122942,2023-06-14
0xA2204,ltc,1.0122943,2023-06-14
0xA2205,xrp,1.0122944,2023-06-14
0xA2206,btc,1.0122938,2023-06-14
0xA2207,eth,1.0122939,2023-06-14
0xA2208,matic_eth,1.012294,2023-06-14
0xA2209,trx_eth,1.0122941,2023-06-14
0xA2210,usdc,1.0122942,2023-06-14
0xA2211,ltc,1.0122943,2023-06-14
0xA2212,xrp,1.0122944,2023-06-14
0xA2213,btc,1.0122938,2023-06-14
0xA2214,eth,1.0122939,2023-06-14
0xA2215,matic_eth,1.012294,2023-06-14
0xA2216,trx_eth,1.0122941,2023-06-14
0xA2217,usdc,1.0122942,2023-06-14
0xA2218,ltc,1.0122943,2023-06-14
0xA2219,xrp,1.0122944,2023-06-14
0xA2220,btc,1.0122938,2023-06-14
0xA2221,eth,1.0122939,2023-06-14
0xA2222,matic_eth,1.012294,2023-06-14
0xA2223,trx_eth,1.0122941,2023-06-14
0xA2224,usdc,1.0122942,2023-06-14
0xA2225,ltc,1.0122943,2023-06-14
0xA2226,xrp,1.0122944,2023-06-14
0xA2227,btc,1.0122938,2023-06-14
0xA2228,eth,1.0122939,2023-06-14
0xA2229,matic_eth,1.012294,2023-06-14
0xA2230,trx_eth,1.0122941,2023-06-14
0xA2231,usdc,1.0122942,2023-06-14
0xA2232,ltc,1.0122943,2023-06-14
0xA2233,xrp,1.0122944,2023-06-14
0xA2234,btc,1.0122938,2023-06-14
0xA2235,eth,1.0122939,2023-06-14
0xA2236,matic_eth,1.012294,2023-06-14
0xA2237,trx_eth,1.0122941,2023-06-14
0xA2238,usdc,1.0122942,2023-06-14
0xA2239,ltc,1.0122943,2023-06-14
0xA2240,xrp,1.0122944,2023-06-14
0xA2241,btc,1.0122938,2023-06-14
0xA2242,eth,1.0122939,2023-06-14
0xA2243,matic_eth,1.012294,2023-06-14
0xA2244,trx_eth,1.0122941,2023-06-14
0xA2245,usdc,1.0122942,2023-06-14
0xA2246,ltc,1.0122943,2023-06-14
0xA2247,xrp,1.0122944,2023-06-14
0xA2248,btc,1.0122938,2023-06-14
0xA2249,eth,1.0122939,2023-06-14
0xA2250,matic_eth,1.012294,2023-06-14
0xA2251,trx_eth,1.0122941,2023-06-14
0xA2252,usdc,1.0122942,2023-06-14
0xA2253,ltc,1.0122943,2023-06-14
0xA2254,xrp,1.0122944,2023-06-14
0xA2255,btc,1.0122938,2023-06-14
0xA2256,eth,1.0122939,2023-06-14
0xA2257,matic_eth,1.012294,2023-06-14
0xA2258,trx_eth,1.0122941,2023-06-14
0xA2259,usdc,1.0122942,2023-06-14
0xA2260,ltc,1.0122943,2023-06-14
0xA2261,xrp,1.0122944,2023-06-14
0xA2262,btc,1.0122938,2023-06-14
0xA2263,eth,1.0122939,2023-06-14
0xA2264,matic_eth,1.012294,2023-06-14
0xA2265,trx_eth,1.0122941,2023-06-14
0xA2266,usdc,1.0122942,2023-06-14
0xA2267,ltc,1.0122943,2023-06-14
0xA2268,xrp,1.0122944,2023-06-14
0xA2269,btc,1.0122938,2023-06-14
0xA2270,eth,1.0122939,2023-06-14
0xA2271,matic_eth,1.012294,2023-06-14
0xA2272,trx_eth,1.0122941,2023-06-14
0xA2273,usdc,1.0122942,2023-06-14
0xA2274,ltc,1.0122943,2023-06-14
0xA2275,xrp,1.0122944,2023-06-14
0xA2276,btc,1.0122938,2023-06-14
0xA2277,eth,1.0122939,2023-06-14
0xA2278,matic_eth,1.012294,2023-06-14
0xA2279,trx_eth,1.0122941,2023-06-14
0xA2280,usdc,1.0122942,2023-06-14
0xA2281,ltc,1.0122943,2023-06-14
0xA2282,xrp,1.0122944,2023-06-14
0xA2283,btc,1.0122938,2023-06-14
0xA2284,eth,1.0122939,2023-06-14
0xA2285,matic_eth,1.012294,2023-06-14
0xA2286,trx_eth,1.0122941,2023-06-14
0xA2287,usdc,1.0122942,2023-06-14
0xA2288,ltc,1.0122943,2023-06-14
0xA2289,xrp,1.0122944,2023-06-14
0xA2290,btc,1.0122938,2023-06-14
0xA2291,eth,1.0122939,2023-06-14
0xA2292,matic_eth,1.012294,2023-06-14
0xA2293,trx_eth,1.0122941,2023-06-14
0xA2294,usdc,1.0122942,2023-06-14
0xA2295,ltc,1.0122943,2023-06-14
0xA2296,xrp,1.0122944,2023-06-14
0xA2297,btc,1.0122938,2023-06-14
0xA2298,eth,1.0122939,2023-06-14
0xA2299,matic_eth,1.012294,2023-06-14
0xA2300,trx_eth,1.0122941,2023-06-14
0xA2301,usdc,1.0122942,2023-06-14
0xA2302,ltc,1.0122943,2023-06-14
0xA2303,xrp,1.0122944,2023-06-14
0xA2304,btc,1.0122938,2023-06-14
0xA2305,eth,1.0122939,2023-06-14
0xA2306,matic_eth,1.012294,2023-06-14
0xA2307,trx_eth,1.0122941,2023-06-14
0xA2308,usdc,1.0122942,2023-06-14
0xA2309,ltc,1.0122943,2023-06-14
0xA2310,xrp,1.0122944,2023-06-14
0xA2311,btc,1.0122938,2023-06-14
0xA2312,eth,1.0122939,2023-06-14
0xA2313,matic_eth,1.012294,2023-06-14
0xA2314,trx_eth,1.0122941,2023-06-14
0xA2315,usdc,1.0122942,2023-06-14
0xA2316,ltc,1.0122943,2023-06-14
0xA2317,xrp,1.0122944,2023-06-14
0xA2318,btc,1.0122938,2023-06-14
0xA2319,eth,1.0122939,2023-06-14
0xA2320,matic_eth,1.012294,2023-06-14
0xA2321,trx_eth,1.0122941,2023-06-14
0xA2322,usdc,1.0122942,2023-06-14
0xA2323,ltc,1.0122943,2023-06-14
0xA2324,xrp,1.0122944,2023-06-14
0xA2325,btc,1.0122938,2023-06-14
0xA2326,eth,1.0122939,2023-06-14
0xA2327,matic_eth,1.012294,2023-06-14
0xA2328,trx_eth,1.0122941,2023-06-14
0xA2329,usdc,1.0122942,2023-06-14
0xA2330,ltc,1.0122943,2023-06-14
0xA2331,xrp,1.0122944,2023-06-14
0xA2332,btc,1.0122938,2023-06-14
0xA2333,eth,1.0122939,2023-06-14
0xA2334,matic_eth,1.012294,2023-06-14
0xA2335,trx_eth,1.0122941,2023-06-14
0xA2336,usdc,1.0122942,2023-06-14
0xA2337,ltc,1.0122943,2023-06-14
0xA2338,xrp,1.0122944,2023-06-14
0xA2339,btc,1.0122938,2023-06-14
0xA2340,eth,1.0122939,2023-06-14
0xA2341,matic_eth,1.012294,2023-06-14
0xA2342,trx_eth,1.0122941,2023-06-14
0xA2343,usdc,1.0122942,2023-06-14
0xA2344,ltc,1.0122943,2023-06-14
0xA2345,xrp,1.0122944,2023-06-14
0xA2346,btc,1.0122938,2023-06-14
0xA2347,eth,1.0122939,2023-06-14
0xA2348,matic_eth,1.012294,2023-06-14
0xA2349,trx_eth,1.0122941,2023-06-14
0xA2350,usdc,1.0122942,2023-06-14
0xA2351,ltc,1.0122943,2023-06-14
0xA2352,xrp,1.0122944,2023-06-14
0xA2353,btc,1.0122938,2023-06-14
0xA2354,eth,1.0122939,2023-06-14
0xA2355,matic_eth,1.012294,2023-06-14
0xA2356,trx_eth,1.0122941,2023-06-14
0xA2357,usdc,1.0122942,2023-06-14
0xA2358,ltc,1.0122943,2023-06-14
0xA2359,xrp,1.0122944,2023-06-14
0xA2360,btc,1.0122938,2023-06-14
0xA2361,eth,1.0122939,2023-06-14
0xA2362,matic_eth,1.012294,2023-06-14
0xA2363,trx_eth,1.0122941,2023-06-14
0xA2364,usdc,1.0122942,2023-06-14
0xA2365,ltc,1.0122943,2023-06-14
0xA2366,xrp,1.0122944,2023-06-14
0xA2367,btc,1.0122938,2023-06-14
0xA2368,eth,1.0122939,2023-06-14
0xA2369,matic_eth,1.012294,2023-06-14
0xA2370,trx_eth,1.0122941,2023-06-14
0xA2371,usdc,1.0122942,2023-06-14
0xA2372,ltc,1.0122943,2023-06-14
0xA2373,xrp,1.0122944,2023-06-14
0xA2374,btc,1.0122938,2023-06-14
0xA2375,eth,1.0122939,2023-06-14
0xA2376,matic_eth,1.012294,2023-06-14
0xA2377,trx_eth,1.0122941,2023-06-14
0xA2378,usdc,1.0122942,2023-06-14
0xA2379,ltc,1.0122943,2023-06-14
0xA2380,xrp,1.0122944,2023-06-14
0xA2381,btc,1.0122938,2023-06-14
0xA2382,eth,1.0122939,2023-06-14
0xA2383,matic_eth,1.012294,2023-06-14
0xA2384,trx_eth,1.0122941,2023-06-14
0xA2385,usdc,1.0122942,2023-06-14
0xA2386,ltc,1.0122943,2023-06-14
0xA2387,xrp,1.0122944,2023-06-14
0xA2388,btc,1.0122938,2023-06-14
0xA2389,eth,1.0122939,2023-06-14
0xA2390,matic_eth,1.012294,2023-06-14
0xA2391,trx_eth,1.0122941,2023-06-14
0xA2392,usdc,1.0122942,2023-06-14
0xA2393,ltc,1.0122943,2023-06-14
0xA2394,xrp,1.0122944,2023-06-14
0xA2395,btc,1.0122938,2023-06-14
0xA2396,eth,1.0122939,2023-06-14
0xA2397,matic_eth,1.012294,2023-06-14
0xA2398,trx_eth,1.0122941,2023-06-14
0xA2399,usdc,1.0122942,2023-06-14
0xA2400,ltc,1.0122943,2023-06-14
0xA2401,xrp,1.0122944,2023-06-14
0xA2402,btc,1.0122938,2023-06-14
0xA2403,eth,1.0122939,2023-06-14
0xA2404,matic_eth,1.012294,2023-06-14
0xA2405,trx_eth,1.0122941,2023-06-14
0xA2406,usdc,1.0122942,2023-06-14
0xA2407,ltc,1.0122943,2023-06-14
0xA2408,xrp,1.0122944,2023-06-14
0xA2409,btc,1.0122938,2023-06-14
0xA2410,eth,1.0122939,2023-06-14
0xA2411,matic_eth,1.012294,2023-06-14
0xA2412,trx_eth,1.0122941,2023-06-14
0xA2413,usdc,1.0122942,2023-06-14
0xA2414,ltc,1.0122943,2023-06-14
0xA2415,xrp,1.0122944,2023-06-14
0xA2416,btc,1.0122938,2023-06-14
0xA2417,eth,1.0122939,2023-06-14
0xA2418,matic_eth,1.012294,2023-06-14
0xA2419,trx_eth,1.0122941,2023-06-14
0xA2420,usdc,1.0122942,2023-06-14
0xA2421,ltc,1.0122943,2023-06-14
0xA2422,xrp,1.0122944,2023-06-14
0xA2423,btc,1.0122938,2023-06-14
0xA2424,eth,1.0122939,2023-06-14
0xA2425,matic_eth,1.012294,2023-06-14
0xA2426,trx_eth,1.0122941,2023-06-14
0xA2427,usdc,1.0122942,2023-06-14
0xA2428,ltc,1.0122943,2023-06-14
0xA2429,xrp,1.0122944,2023-06-14
0xA2430,btc,1.0122938,2023-06-14
0xA2431,eth,1.0122939,2023-06-14
0xA2432,matic_eth,1.012294,2023-06-14
0xA2433,trx_eth,1.0122941,2023-06-14
0xA2434,usdc,1.0122942,2023-06-14
0xA2435,ltc,1.0122943,2023-06-14
0xA2436,xrp,1.0122944,2023-06-14
0xA2437,btc,1.0122938,2023-06-14
0xA2438,eth,1.0122939,2023-06-14
0xA2439,matic_eth,1.012294,2023-06-14
0xA2440,trx_eth,1.0122941,2023-06-14
0xA2441,usdc,1.0122942,2023-06-14
0xA2442,ltc,1.0122943,2023-06-14
0xA2443,xrp,1.0122944,2023-06-14
0xA2444,btc,1.0122938,2023-06-14
0xA2445,eth,1.0122939,2023-06-14
0xA2446,matic_eth,1.012294,2023-06-14
0xA2447,trx_eth,1.0122941,2023-06-14
0xA2448,usdc,1.0122942,2023-06-14
0xA2449,ltc,1.0122943,2023-06-14
0xA2450,xrp,1.0122944,2023-06-14
0xA2451,btc,1.0122938,2023-06-14
0xA2452,eth,1.0122939,2023-06-14
0xA2453,matic_eth,1.012294,2023-06-14
0xA2454,trx_eth,1.0122941,2023-06-14
0xA2455,usdc,1.0122942,2023-06-14
0xA2456,ltc,1.0122943,2023-06-14
0xA2457,xrp,1.0122944,2023-06-14
0xA2458,btc,1.0122938,2023-06-14
0xA2459,eth,1.0122939,2023-06-14
0xA2460,matic_eth,1.012294,2023-06-14
0xA2461,trx_eth,1.0122941,2023-06-14
0xA2462,usdc,1.0122942,2023-06-14
0xA2463,ltc,1.0122943,2023-06-14
0xA2464,xrp,1.0122944,2023-06-14
0xA2465,btc,1.0122938,2023-06-14
0xA2466,eth,1.0122939,2023-06-14
0xA2467,matic_eth,1.012294,2023-06-14
0xA2468,trx_eth,1.0122941,2023-06-14
0xA2469,usdc,1.0122942,2023-06-14
0xA2470,ltc,1.0122943,2023-06-14
0xA2471,xrp,1.0122944,2023-06-14
0xA2472,btc,1.0122938,2023-06-14
0xA2473,eth,1.0122939,2023-06-14
0xA2474,matic_eth,1.012294,2023-06-14
0xA2475,trx_eth,1.0122941,2023-06-14
0xA2476,usdc,1.0122942,2023-06-14
0xA2477,ltc,1.0122943,2023-06-14
0xA2478,xrp,1.0122944,2023-06-14
0xA2479,btc,1.0122938,2023-06-14
0xA2480,eth,1.0122939,2023-06-14
0xA2481,matic_eth,1.012294,2023-06-14
0xA2482,trx_eth,1.0122941,2023-06-14
0xA2483,usdc,1.0122942,2023-06-14
0xA2484,ltc,1.0122943,2023-06-14
0xA2485,xrp,1.0122944,2023-06-14
0xA2486,btc,1.0122938,2023-06-14
0xA2487,eth,1.0122939,2023-06-14
0xA2488,matic_eth,1.012294,2023-06-14
0xA2489,trx_eth,1.0122941,2023-06-14
0xA2490,usdc,1.0122942,2023-06-14
0xA2491,ltc,1.0122943,2023-06-14
0xA2492,xrp,1.0122944,2023-06-14
0xA2493,btc,1.0122938,2023-06-14
0xA2494,eth,1.0122939,2023-06-14
0xA2495,matic_eth,1.012294,2023-06-14
0xA2496,trx_eth,1.0122941,2023-06-14
0xA2497,usdc,1.0122942,2023-06-14
0xA2498,ltc,1.0122943,2023-06-14
0xA2499,xrp,1.0122944,2023-06-14
0xA2500,btc,1.0122938,2023-06-14
0xA2501,eth,1.0122939,2023-06-14
0xA2502,matic_eth,1.012294,2023-06-14
0xA2503,trx_eth,1.0122941,2023-06-14
0xA2504,usdc,1.0122942,2023-06-14
0xA2505,ltc,1.0122943,2023-06-14
0xA2506,xrp,1.0122944,2023-06-14
0xA2507,btc,1.0122938,2023-06-14
0xA2508,eth,1.0122939,2023-06-14
0xA2509,matic_eth,1.012294,2023-06-14
0xA2510,trx_eth,1.0122941,2023-06-14
0xA2511,usdc,1.0122942,2023-06-14
0xA2512,ltc,1.0122943,2023-06-14
0xA2513,xrp,1.0122944,2023-06-14
0xA2514,btc,1.0122938,2023-06-14
0xA2515,eth,1.0122939,2023-06-14
0xA2516,matic_eth,1.012294,2023-06-14
0xA2517,trx_eth,1.0122941,2023-06-14
0xA2518,usdc,1.0122942,2023-06-14
0xA2519,ltc,1.0122943,2023-06-14
0xA2520,xrp,1.0122944,2023-06-14
0xA2521,btc,1.0122938,2023-06-14
0xA2522,eth,1.0122939,2023-06-14
0xA2523,matic_eth,1.012294,2023-06-14
0xA2524,trx_eth,1.0122941,2023-06-14
0xA2525,usdc,1.0122942,2023-06-14
0xA2526,ltc,1.0122943,2023-06-14
0xA2527,xrp,1.0122944,2023-06-14
0xA2528,btc,1.0122938,2023-06-14
0xA2529,eth,1.0122939,2023-06-14
